사고번호,기온,강수량,풍속
2020042800100009,10.1,0.0,0.9
2020042800100149,14.0,0.0,2.3
2020042800100221,17.2,0.0,3.2
2020042800100285,19.9,0.0,3.1
2020042800100321,21.2,0.0,4.2
2020042800100373,21.9,0.0,3.0
2020042800100374,21.9,0.0,3.0
2020042800100451,21.9,0.0,2.8
2020042800100536,19.9,0.0,3.9
2020042800100537,19.9,0.0,3.9
2020042800100566,18.6,0.0,2.5
2020042800100593,18.1,0.0,3.1
2020042900100011,13.0,0.0,1.1
2020042900100022,12.3,0.0,0.7
2020042900100023,12.3,0.0,0.7
2020042900100241,21.6,0.0,2.4
2020042900100269,22.8,0.0,2.7
2020042900100550,23.2,0.0,1.5
2020043000100008,15.1,0.0,0.6
2020043000100279,23.6,0.0,2.8
2020043000100322,24.6,0.0,4.2
2020043000100410,26.8,0.0,4.2
2020043000100412,26.8,0.0,4.2
2020043000100448,26.8,0.0,2.6
2020043000100476,25.6,0.0,2.1
2020043000100477,25.6,0.0,2.1
2020043000100514,23.3,0.0,2.1
2020043000100532,22.2,0.0,1.9
2020050100100295,29.8,0.0,5.1
2020050100100375,30.8,0.0,3.8
2020050100100416,29.9,0.0,1.9
2020050100100481,25.8,0.0,1.9
2020050100100519,24.1,0.0,2.1
2020050100100520,24.1,0.0,2.1
2020050100100552,23.0,0.0,1.0
2020050200100019,20.8,0.0,2.1
2020050200100071,18.4,0.0,0.4
2020050200100256,27.9,0.0,3.0
2020050200100364,28.5,0.0,2.3
2020050200100425,24.8,0.0,2.6
2020050200100427,24.8,0.0,2.6
2020050200100428,24.8,0.0,2.6
2020050200100453,24.1,0.0,0.5
2020050200100487,23.1,0.0,1.8
2020050300100072,16.6,0.0,0.6
2020050300100135,18.8,0.0,2.2
2020050300100136,18.8,0.0,2.2
2020050300100189,18.2,1.0,2.4
2020050300100358,17.9,0.0,1.6
2020050300100386,17.7,0.5,1.1
2020050300100387,17.7,0.5,1.1
2020050400100123,22.0,0.0,3.2
2020050400100234,25.7,0.0,4.2
2020050400100269,27.1,0.0,4.4
2020050400100317,28.1,0.0,3.8
2020050400100526,27.8,0.0,2.1
2020050400100562,21.6,0.0,4.9
2020050500100012,14.7,0.0,5.6
2020050500100113,18.1,0.0,3.6
2020050500100134,19.6,0.0,3.9
2020050500100160,20.3,0.0,3.3
2020050500100161,20.3,0.0,3.3
2020050500100257,18.4,0.0,2.4
2020050500100354,17.6,0.0,1.4
2020050500100356,17.6,0.0,1.4
2020050600100028,14.6,0.0,0.5
2020050600100175,20.4,0.0,1.2
2020050600100244,23.3,0.0,2.4
2020050600100245,23.3,0.0,2.4
2020050600100288,25.0,0.0,2.2
2020050600100368,22.8,0.0,6.5
2020050600100420,21.2,0.0,7.6
2020050600100421,21.2,0.0,7.6
2020050600100478,20.3,0.0,6.2
2020050600100479,20.3,0.0,6.2
2020050600100481,20.3,0.0,6.2
2020050600100540,18.3,0.0,7.8
2020050600100626,15.2,0.0,5.6
2020050700100257,20.2,0.0,4.5
2020050700100450,20.5,0.0,5.0
2020050800100207,19.6,0.0,1.3
2020050800100237,21.6,0.0,1.2
2020050800100344,24.5,0.0,3.1
2020050800100377,23.5,0.0,3.1
2020050800100378,23.5,0.0,3.1
2020050800100464,22.2,0.0,2.4
2020050800100525,21.6,0.0,1.9
2020050800100606,21.2,0.0,1.5
2020050800100607,21.2,0.0,1.5
2020050800100609,21.2,0.0,1.5
2020050800100708,19.7,0.0,1.6
2020050800100710,19.7,0.0,1.6
2020050800100748,17.6,0.2,2.0
2020050800100749,17.6,0.2,2.0
2020050900100052,15.7,3.0,1.4
2020050900100282,16.8,0.0,2.9
2020050900100446,18.9,0.0,1.6
2020050900100486,18.9,0.0,0.7
2020050900100517,18.2,0.0,0.3
2020050900100547,17.8,0.0,1.5
2020050900100583,18.3,0.0,0.2
2020051000100053,16.7,0.0,1.2
2020051000100153,21.3,0.0,3.9
2020051000100225,23.0,0.0,4.3
2020051000100259,21.8,0.0,4.5
2020051000100292,22.7,0.0,3.8
2020051100100062,13.2,0.0,0.6
2020051100100091,15.3,0.0,0.8
2020051100100166,20.2,0.0,3.2
2020051100100370,28.2,0.0,5.5
2020051100100493,25.8,0.0,3.6
2020051100100526,25.9,0.0,3.1
2020051100100645,22.0,0.0,1.5
2020051100100676,20.5,0.0,0.4
2020051200100048,18.8,0.0,2.5
2020051200100198,21.3,0.0,3.3
2020051200100232,21.7,0.0,3.8
2020051200100258,23.6,0.0,3.0
2020051200100345,25.7,0.0,5.9
2020051200100434,24.8,0.0,5.3
2020051200100482,23.4,0.0,5.9
2020051200100539,19.7,0.0,6.9
2020051200100557,18.3,0.0,7.4
2020051200100597,16.0,0.0,5.9
2020051200100598,16.0,0.0,5.9
2020051300100010,14.8,0.0,4.5
2020051300100028,14.0,0.0,4.1
2020051300100197,19.4,0.0,2.5
2020051300100237,20.7,0.0,2.7
2020051300100378,24.5,0.0,4.5
2020051300100468,24.4,0.0,5.2
2020051300100469,24.4,0.0,5.2
2020051300100471,24.4,0.0,5.2
2020051300100474,24.4,0.0,5.2
2020051300100563,22.7,0.0,3.7
2020051300100616,20.2,0.0,2.3
2020051400100053,12.0,0.0,0.4
2020051400100104,14.4,0.0,1.8
2020051400100131,17.1,0.0,0.9
2020051400100310,25.2,0.0,2.3
2020051400100473,26.3,0.0,1.6
2020051400100515,24.9,0.0,1.4
2020051400100549,23.2,0.0,1.5
2020051400100631,20.3,0.0,1.5
2020051500100038,18.6,0.0,1.0
2020051500100068,18.5,0.0,2.1
2020051500100231,16.6,1.0,2.8
2020051500100384,15.9,0.0,3.6
2020051500100387,15.9,0.0,3.6
2020051500100434,15.4,0.0,2.5
2020051500100435,15.4,0.0,2.5
2020051500100559,15.2,0.0,2.5
2020051500100603,15.0,0.0,2.1
2020051500100647,14.9,0.0,2.3
2020051600100043,14.9,0.0,0.8
2020051600100196,21.1,0.0,1.7
2020051600100226,22.4,0.0,1.7
2020051600100289,25.1,0.0,1.6
2020051600100323,25.3,0.0,1.6
2020051600100354,25.7,0.0,0.8
2020051600100446,24.3,0.0,1.1
2020051600100448,24.3,0.0,1.1
2020051600100469,19.0,0.0,4.4
2020051600100470,19.0,0.0,4.4
2020051700100103,19.7,0.0,2.3
2020051700100120,21.6,0.0,1.2
2020051700100150,23.4,0.0,1.3
2020051700100233,27.6,0.0,1.3
2020051700100261,28.0,0.0,1.7
2020051700100262,28.0,0.0,1.7
2020051700100357,26.7,0.0,2.2
2020051700100413,24.3,0.0,1.7
2020051800100155,20.7,0.0,3.3
2020051800100188,21.9,0.0,3.0
2020051800100266,22.3,0.0,4.1
2020051800100308,22.6,0.0,4.2
2020051800100447,22.1,0.0,3.0
2020051800100571,18.9,0.0,3.4
2020051900100245,18.5,0.0,4.2
2020051900100247,18.5,0.0,4.2
2020051900100270,15.8,0.5,3.2
2020051900100347,18.1,0.0,4.6
2020051900100431,17.1,0.0,5.1
2020051900100433,17.1,0.0,5.1
2020051900100521,15.8,0.0,2.9
2020051900100551,15.2,0.0,4.0
2020052000100019,13.2,0.0,3.2
2020052000100041,12.3,0.0,2.7
2020052000100197,16.6,0.0,3.3
2020052000100240,18.1,0.0,3.7
2020052000100286,18.9,0.0,3.6
2020052000100288,18.9,0.0,3.6
2020052000100320,20.3,0.0,2.7
2020052000100360,20.6,0.0,3.2
2020052000100616,16.0,0.0,3.3
2020052100100020,12.8,0.0,2.1
2020052100100037,11.7,0.0,2.5
2020052100100176,15.4,0.0,3.8
2020052100100257,19.3,0.0,1.5
2020052100100289,20.4,0.0,1.8
2020052100100367,22.3,0.0,1.8
2020052100100369,22.3,0.0,1.8
2020052100100399,21.9,0.0,3.2
2020052100100508,20.2,0.0,4.5
2020052100100566,15.5,0.0,4.5
2020052100100625,14.2,0.0,2.6
2020052100100626,14.2,0.0,2.6
2020052200100031,13.4,0.0,2.2
2020052200100168,16.8,0.0,3.5
2020052200100287,21.0,0.0,3.9
2020052200100414,22.6,0.0,2.2
2020052200100525,21.5,0.0,4.2
2020052200100570,20.0,0.0,4.0
2020052200100647,16.9,0.0,4.2
2020052300100011,14.0,0.0,3.5
2020052300100151,18.6,0.0,3.2
2020052300100202,20.3,0.0,1.3
2020052300100246,22.5,0.0,1.6
2020052300100248,22.5,0.0,1.6
2020052300100295,23.7,0.0,1.1
2020052300100407,26.5,0.0,2.0
2020052300100457,27.8,0.0,0.8
2020052300100514,25.5,0.0,1.7
2020052400100078,17.3,0.0,0.6
2020052400100216,26.4,0.0,3.9
2020052400100250,24.6,0.0,3.4
2020052400100391,25.3,0.0,3.2
2020052400100392,25.3,0.0,3.2
2020052400100417,24.1,0.0,2.9
2020052400100446,22.4,0.0,1.9
2020052400100462,22.1,0.0,3.2
2020052400100475,21.1,0.0,1.3
2020052500100203,21.8,0.0,3.2
2020052500100420,24.5,0.0,2.8
2020052500100463,23.9,0.0,2.4
2020052500100464,23.9,0.0,2.4
2020052500100531,22.3,0.0,1.8
2020052600100023,18.2,0.0,1.0
2020052600100244,22.2,0.0,1.0
2020052600100245,22.2,0.0,1.0
2020052600100321,25.6,0.0,1.4
2020052600100391,27.3,0.0,1.9
2020052600100431,26.7,0.0,3.3
2020052600100463,26.5,0.0,3.3
2020052600100498,25.6,0.0,4.2
2020052600100499,25.6,0.0,4.2
2020052600100525,24.3,0.0,3.3
2020052600100605,22.3,0.0,3.3
2020052700100084,18.2,0.0,2.7
2020052700100220,21.3,0.0,2.9
2020052700100260,23.7,0.0,3.1
2020052700100262,23.7,0.0,3.1
2020052700100263,23.7,0.0,3.1
2020052700100299,24.3,0.0,2.6
2020052700100300,24.3,0.0,2.6
2020052700100336,24.2,0.0,3.2
2020052700100374,26.9,0.0,1.7
2020052700100375,26.9,0.0,1.7
2020052700100538,25.7,0.0,2.9
2020052700100539,25.7,0.0,2.9
2020052700100584,24.9,0.0,2.6
2020052700100611,23.2,0.0,1.1
2020052700100679,19.4,0.0,1.1
2020052800100265,25.6,0.0,2.8
2020052800100269,25.6,0.0,2.8
2020052800100306,26.4,0.0,2.1
2020052800100406,26.5,0.0,2.7
2020052800100447,26.8,0.0,1.8
2020052800100487,25.2,0.0,3.6
2020052800100515,23.0,0.0,4.0
2020052800100583,20.5,0.0,1.6
2020052800100612,19.8,0.0,1.8
2020052900100011,18.3,0.0,2.3
2020052900100031,15.1,0.0,1.1
2020052900100081,15.8,0.0,1.8
2020052900100261,24.0,0.0,1.8
2020052900100364,27.8,0.0,2.0
2020052900100452,28.1,0.0,1.4
2020052900100558,25.4,0.0,4.2
2020052900100598,23.8,0.0,3.8
2020052900100599,23.8,0.0,3.8
2020052900100718,19.9,0.0,2.7
2020053000100035,18.1,0.0,2.1
2020053000100050,17.6,0.0,2.1
2020053000100191,22.4,0.0,2.5
2020053000100329,27.7,0.0,2.4
2020053000100376,27.0,0.0,2.3
2020053000100413,27.5,0.0,2.2
2020053000100530,25.9,0.0,2.5
2020053000100554,24.8,0.0,2.4
2020053000100656,21.2,0.0,3.1
2020053100100178,26.2,0.0,3.9
2020053100100180,26.2,0.0,3.9
2020053100100349,27.0,0.0,2.4
2020053100100377,26.7,0.0,2.3
2020053100100447,23.2,0.0,1.2
2020053100100449,23.2,0.0,1.2
2020060100100012,22.6,0.0,0.7
2020060100100415,27.7,0.0,3.9
2020060100100416,27.7,0.0,3.9
2020060100100465,27.7,0.0,4.9
2020060100100467,27.7,0.0,4.9
2020060100100468,27.7,0.0,4.9
2020060100100530,26.8,0.0,4.3
2020060100100628,25.9,0.0,5.1
2020060100100681,23.2,0.0,2.2
2020060200100022,18.1,0.0,1.5
2020060200100183,24.6,0.0,1.1
2020060200100222,25.7,0.0,1.9
2020060200100346,28.3,0.0,3.9
2020060200100379,26.5,0.0,4.1
2020060200100380,26.5,0.0,4.1
2020060200100425,25.9,0.0,0.5
2020060200100427,25.9,0.0,0.5
2020060200100497,26.7,0.0,0.8
2020060200100552,24.1,0.0,1.1
2020060300100048,17.9,0.0,0.0
2020060300100105,21.2,0.0,0.6
2020060300100164,24.2,0.0,1.4
2020060300100228,26.5,0.0,2.1
2020060300100263,28.4,0.0,1.6
2020060300100302,28.7,0.0,2.6
2020060300100341,29.3,0.0,2.2
2020060300100488,29.8,0.0,2.0
2020060300100489,29.8,0.0,2.0
2020060300100530,28.4,0.0,2.5
2020060300100605,25.1,0.0,2.6
2020060300100606,25.1,0.0,2.6
2020060400100136,26.3,0.0,1.9
2020060400100232,30.4,0.0,3.3
2020060400100317,33.9,0.0,2.4
2020060400100318,33.9,0.0,2.4
2020060400100319,33.9,0.0,2.4
2020060400100320,33.9,0.0,2.4
2020060400100356,33.8,0.0,2.1
2020060400100357,33.8,0.0,2.1
2020060400100403,34.5,0.0,2.1
2020060400100449,35.0,0.0,2.4
2020060400100500,33.7,0.0,3.3
2020060400100539,32.5,0.0,2.8
2020060400100541,32.5,0.0,2.8
2020060400100571,31.3,0.0,3.4
2020060500100048,24.2,0.0,2.1
2020060500100225,29.9,0.0,1.9
2020060500100226,29.9,0.0,1.9
2020060500100261,31.5,0.0,1.5
2020060500100264,31.5,0.0,1.5
2020060500100343,32.9,0.0,2.1
2020060500100345,32.9,0.0,2.1
2020060500100485,29.1,0.0,5.0
2020060500100622,22.6,0.0,4.9
2020060500100668,21.6,0.0,4.7
2020060500100669,21.6,0.0,4.7
2020060500100722,20.8,0.0,4.5
2020060600100015,19.8,0.0,4.3
2020060600100106,19.6,0.0,5.2
2020060600100273,24.7,0.0,5.1
2020060600100436,23.5,0.0,5.4
2020060600100473,23.1,0.0,4.6
2020060600100501,22.6,0.0,4.5
2020060600100502,22.6,0.0,4.5
2020060700100087,16.8,0.0,2.8
2020060700100163,26.3,0.0,1.4
2020060700100164,26.3,0.0,1.4
2020060700100193,27.8,0.0,1.4
2020060700100196,27.8,0.0,1.4
2020060700100229,29.0,0.0,2.3
2020060700100270,30.3,0.0,1.3
2020060700100271,30.3,0.0,1.3
2020060700100339,30.9,0.0,2.3
2020060700100441,28.2,0.0,2.4
2020060700100503,23.4,0.0,2.1
2020060800100213,27.2,0.0,1.4
2020060800100252,29.3,0.0,1.8
2020060800100255,29.3,0.0,1.8
2020060800100298,30.9,0.0,1.7
2020060800100467,34.5,0.0,3.3
2020060800100513,34.6,0.0,3.0
2020060800100568,34.1,0.0,2.4
2020060800100569,34.1,0.0,2.4
2020060900100040,21.2,0.0,0.8
2020060900100132,25.8,0.0,1.7
2020060900100291,32.7,0.0,2.9
2020060900100293,32.7,0.0,2.9
2020060900100363,34.7,0.0,2.0
2020060900100404,35.6,0.0,1.1
2020060900100406,35.6,0.0,1.1
2020060900100606,32.6,0.0,2.0
2020060900100632,30.7,0.0,2.0
2020061000100008,25.9,0.0,0.5
2020061000100133,26.0,0.0,1.0
2020061000100262,32.4,0.0,1.8
2020061000100263,32.4,0.0,1.8
2020061000100302,33.1,0.0,2.6
2020061000100331,33.4,0.0,1.8
2020061000100415,34.7,0.0,2.8
2020061000100525,31.0,0.0,2.7
2020061000100527,31.0,0.0,2.7
2020061000100677,28.5,0.0,2.0
2020061100100048,22.5,0.1,2.4
2020061100100196,23.8,0.0,1.0
2020061100100198,23.8,0.0,1.0
2020061100100199,23.8,0.0,1.0
2020061100100304,29.2,0.0,1.7
2020061100100308,29.2,0.0,1.7
2020061100100564,28.9,0.0,1.0
2020061100100565,28.9,0.0,1.0
2020061200100281,30.2,0.0,0.9
2020061200100348,30.3,0.0,1.5
2020061200100351,30.3,0.0,1.5
2020061200100528,28.7,0.0,1.5
2020061200100530,28.7,0.0,1.5
2020061200100579,23.9,27.5,2.7
2020061200100624,23.9,2.0,2.1
2020061200100653,23.3,6.5,2.0
2020061200100705,21.8,5.0,2.3
2020061300100065,20.0,0.0,0.2
2020061300100270,26.4,0.0,1.6
2020061300100316,27.8,0.0,1.6
2020061300100346,28.6,0.0,2.4
2020061300100538,26.3,0.0,1.7
2020061400100065,23.6,2.5,1.4
2020061400100134,23.7,5.5,1.7
2020061400100211,27.1,0.0,3.1
2020061400100250,28.2,0.0,3.1
2020061400100252,28.2,0.0,3.1
2020061400100323,29.4,0.0,3.0
2020061400100353,30.1,0.0,4.1
2020061400100379,29.4,0.0,5.6
2020061400100380,29.4,0.0,5.6
2020061400100381,29.4,0.0,5.6
2020061400100382,29.4,0.0,5.6
2020061400100476,25.9,0.0,3.4
2020061500100012,22.4,0.0,2.1
2020061500100024,21.4,0.0,1.7
2020061500100241,28.3,0.0,3.3
2020061500100446,31.0,0.0,3.2
2020061500100448,31.0,0.0,3.2
2020061500100449,31.0,0.0,3.2
2020061500100507,31.0,0.0,3.4
2020061500100601,29.2,0.0,2.5
2020061500100602,29.2,0.0,2.5
2020061500100604,29.2,0.0,2.5
2020061500100682,24.8,0.0,1.4
2020061500100683,24.8,0.0,1.4
2020061600100015,24.1,0.0,1.9
2020061600100054,20.2,0.0,0.4
2020061600100162,25.3,0.0,2.0
2020061600100198,26.4,0.0,2.5
2020061600100227,27.2,0.0,2.0
2020061600100230,27.2,0.0,2.0
2020061600100380,31.0,0.0,1.1
2020061600100475,28.7,0.0,4.6
2020061600100606,24.1,0.0,3.4
2020061600100650,22.2,0.0,2.9
2020061700100135,20.0,0.0,1.7
2020061700100291,26.5,0.0,1.5
2020061700100371,27.0,0.0,1.5
2020061700100394,26.7,0.0,2.4
2020061700100483,26.3,0.0,1.3
2020061700100551,25.0,0.0,1.4
2020061700100614,23.7,0.0,0.5
2020061800100067,19.8,0.5,0.0
2020061800100356,18.8,1.1,1.3
2020061800100520,19.7,0.0,2.1
2020061800100550,19.6,0.0,1.2
2020061800100551,19.6,0.0,1.2
2020061800100593,18.5,0.5,1.3
2020061900100289,25.7,0.0,1.5
2020061900100323,26.8,0.0,2.4
2020061900100325,26.8,0.0,2.4
2020061900100569,25.5,0.0,4.8
2020061900100655,22.6,0.0,4.9
2020061900100656,22.6,0.0,4.9
2020061900100695,21.4,0.0,5.1
2020061900100696,21.4,0.0,5.1
2020061900100747,20.5,0.0,3.9
2020062000100283,25.1,0.0,2.3
2020062000100441,27.9,0.0,2.1
2020062000100483,27.6,0.0,2.1
2020062000100484,27.6,0.0,2.1
2020062000100521,27.4,0.0,2.9
2020062000100523,27.4,0.0,2.9
2020062000100524,27.4,0.0,2.9
2020062000100656,22.0,0.0,2.5
2020062100100087,18.0,0.0,2.4
2020062100100180,25.9,0.0,4.1
2020062100100182,25.9,0.0,4.1
2020062100100209,26.1,0.0,6.1
2020062100100230,26.0,0.0,5.5
2020062100100231,26.0,0.0,5.5
2020062100100263,26.1,0.0,5.1
2020062100100374,26.1,0.0,5.6
2020062200100017,18.7,0.0,1.5
2020062200100034,17.4,0.0,1.7
2020062200100171,23.1,0.0,1.4
2020062200100172,23.1,0.0,1.4
2020062200100225,24.8,0.0,1.4
2020062200100386,31.2,0.0,2.7
2020062200100554,32.8,0.0,1.6
2020062200100638,31.2,0.0,1.7
2020062200100639,31.2,0.0,1.7
2020062200100663,29.3,0.0,3.1
2020062200100697,27.2,0.0,3.0
2020062200100698,27.2,0.0,3.0
2020062200100699,27.2,0.0,3.0
2020062300100225,27.6,0.0,2.0
2020062300100433,32.1,0.0,2.4
2020062300100533,30.7,0.0,2.0
2020062300100535,30.7,0.0,2.0
2020062300100576,29.0,0.0,1.7
2020062300100693,24.3,0.0,3.5
2020062400100040,21.7,0.0,3.6
2020062400100052,21.4,0.0,3.2
2020062400100061,21.3,0.0,2.3
2020062400100083,21.5,0.0,2.8
2020062400100174,23.5,0.0,3.6
2020062400100176,23.5,0.0,3.6
2020062400100206,24.2,0.0,2.2
2020062400100314,23.6,0.1,3.2
2020062400100316,23.6,0.1,3.2
2020062400100394,23.9,0.2,2.2
2020062400100395,23.9,0.2,2.2
2020062400100436,23.9,0.0,2.1
2020062400100483,22.7,0.2,2.9
2020062400100484,22.7,0.2,2.9
2020062400100579,21.1,0.3,2.2
2020062400100617,21.1,0.0,2.8
2020062500100054,20.3,0.0,1.9
2020062500100170,24.8,0.0,1.3
2020062500100285,26.3,0.0,1.3
2020062500100320,25.5,0.4,0.9
2020062500100451,24.8,0.0,0.9
2020062500100515,23.9,0.0,0.9
2020062500100516,23.9,0.0,0.9
2020062500100517,23.9,0.0,0.9
2020062500100598,23.2,0.0,1.1
2020062600100380,28.9,0.0,4.0
2020062600100384,28.9,0.0,4.0
2020062600100429,30.1,0.0,2.6
2020062600100431,30.1,0.0,2.6
2020062600100542,28.8,0.0,3.3
2020062600100544,28.8,0.0,3.3
2020062600100545,28.8,0.0,3.3
2020062600100582,28.4,0.0,2.1
2020062600100584,28.4,0.0,2.1
2020062600100585,28.4,0.0,2.1
2020062600100618,27.0,0.0,1.6
2020062600100619,27.0,0.0,1.6
2020062600100723,24.2,0.0,0.7
2020062700100435,30.7,0.0,2.1
2020062700100481,29.6,0.0,2.5
2020062700100508,29.3,0.0,1.2
2020062800100035,22.8,0.0,0.5
2020062800100123,26.6,0.0,3.4
2020062800100170,28.0,0.0,3.5
2020062800100291,31.4,0.0,3.6
2020062800100457,25.4,0.0,3.9
2020062900100026,20.2,0.0,2.1
2020062900100262,25.6,0.0,2.3
2020062900100462,20.9,8.1,1.8
2020062900100548,20.5,4.0,3.5
2020062900100673,20.2,8.2,4.5
2020063000100058,21.7,0.0,3.9
2020063000100065,21.9,0.0,3.5
2020063000100331,27.4,0.0,4.5
2020063000100359,26.8,0.0,3.9
2020063000100558,22.0,0.0,3.9
2020063000100581,19.9,0.0,2.8
2020063000100623,19.4,0.0,1.5
2020070100100444,24.5,0.0,2.3
2020070100100508,24.0,0.0,1.3
2020070100100549,23.5,0.0,1.0
2020070100100567,22.2,0.0,0.2
2020070100100578,21.4,0.0,0.6
2020070200100025,19.6,0.0,0.0
2020070200100121,22.3,0.0,1.0
2020070200100152,23.3,0.0,1.1
2020070200100155,23.3,0.0,1.1
2020070200100156,23.3,0.0,1.1
2020070200100188,25.0,0.0,0.9
2020070200100249,27.4,0.0,2.9
2020070200100285,27.8,0.0,2.4
2020070200100438,27.3,0.0,3.4
2020070200100485,26.3,0.0,3.8
2020070200100518,25.5,0.0,2.9
2020070200100541,24.8,0.0,2.8
2020070200100570,23.8,0.0,2.4
2020070300100286,22.2,0.0,4.9
2020070300100500,21.6,0.0,3.0
2020070300100501,21.6,0.0,3.0
2020070300100530,21.2,0.0,2.0
2020070300100611,19.4,0.1,1.0
2020070300100653,18.6,2.3,0.8
2020070300100654,18.6,2.3,0.8
2020070400100034,18.0,1.5,1.4
2020070400100242,22.8,0.0,1.5
2020070400100276,22.8,0.0,2.7
2020070400100277,22.8,0.0,2.7
2020070400100432,23.7,0.0,2.3
2020070400100469,23.3,0.0,2.5
2020070400100472,23.3,0.0,2.5
2020070400100564,22.7,0.0,1.7
2020070400100566,22.7,0.0,1.7
2020070500100206,26.9,0.0,1.3
2020070500100295,27.1,0.0,1.6
2020070500100327,27.4,0.0,1.4
2020070500100356,27.7,0.0,1.4
2020070500100398,25.2,0.0,1.5
2020070600100019,20.9,0.0,0.2
2020070600100039,20.2,0.0,0.8
2020070600100146,21.5,0.0,2.9
2020070600100176,22.4,0.0,1.6
2020070600100418,27.0,0.0,1.5
2020070600100463,26.5,0.0,2.7
2020070600100493,26.0,0.0,1.9
2020070600100520,25.7,0.0,1.6
2020070700100142,26.3,0.0,1.0
2020070700100366,31.4,0.0,3.0
2020070700100409,30.9,0.0,3.1
2020070700100500,26.5,0.0,3.0
2020070700100501,26.5,0.0,3.0
2020070700100503,26.5,0.0,3.0
2020070700100535,25.6,0.0,1.4
2020070700100597,24.3,0.0,0.9
2020070800100250,29.6,0.0,1.2
2020070800100280,30.3,0.0,1.4
2020070800100357,30.5,0.0,1.5
2020070800100444,28.6,0.0,4.3
2020070800100493,28.1,0.0,3.7
2020070800100590,25.3,0.0,2.1
2020070900100026,22.6,0.0,3.0
2020070900100126,22.9,0.0,3.4
2020070900100306,27.8,0.0,3.7
2020070900100308,27.8,0.0,3.7
2020070900100541,26.8,0.0,4.4
2020070900100581,25.4,0.0,4.6
2020071000100248,23.5,0.3,1.1
2020071000100249,23.5,0.3,1.1
2020071000100279,24.3,0.0,2.4
2020071000100311,25.3,0.0,1.5
2020071000100358,25.7,0.0,1.1
2020071000100359,25.7,0.0,1.1
2020071000100460,27.2,0.0,1.2
2020071000100461,27.2,0.0,1.2
2020071000100516,27.5,0.0,1.3
2020071000100544,27.1,0.0,1.5
2020071000100573,26.6,0.0,1.4
2020071000100671,24.4,0.0,0.2
2020071100100035,23.6,0.0,0.3
2020071100100082,23.7,0.0,1.4
2020071100100150,27.1,0.0,0.6
2020071100100276,30.4,0.0,1.8
2020071100100353,30.7,0.0,1.2
2020071100100393,29.8,0.0,2.2
2020071100100427,28.5,0.0,3.7
2020071100100585,23.2,0.0,4.0
2020071100100586,23.2,0.0,4.0
2020071100100587,23.2,0.0,4.0
2020071100100588,23.2,0.0,4.0
2020071100100620,22.6,0.0,3.0
2020071200100007,21.7,0.0,3.5
2020071200100185,21.8,0.0,3.7
2020071200100232,20.8,0.4,3.5
2020071200100252,21.2,0.3,3.7
2020071200100292,20.9,0.0,3.3
2020071200100382,19.5,2.0,3.6
2020071200100423,19.1,3.3,3.8
2020071200100426,19.1,3.3,3.8
2020071200100427,19.1,3.3,3.8
2020071200100468,18.7,5.2,4.4
2020071300100031,18.5,2.0,3.7
2020071300100310,19.7,0.1,3.1
2020071300100311,19.7,0.1,3.1
2020071400100144,18.5,0.0,2.4
2020071400100451,20.3,0.0,2.8
2020071400100492,20.3,0.0,1.2
2020071400100526,20.2,0.0,1.2
2020071400100582,19.7,0.0,0.8
2020071400100613,19.6,0.0,1.5
2020071500100240,18.6,0.1,3.1
2020071500100303,21.0,0.0,3.3
2020071500100484,20.7,0.0,4.0
2020071500100607,19.0,0.0,1.8
2020071500100609,19.0,0.0,1.8
2020071500100622,19.2,0.0,1.5
2020071600100044,17.6,0.0,1.3
2020071600100194,23.3,0.0,1.5
2020071600100300,25.6,0.0,3.0
2020071600100524,26.7,0.0,4.2
2020071600100525,26.7,0.0,4.2
2020071600100609,22.1,0.0,3.2
2020071600100610,22.1,0.0,3.2
2020071600100642,21.1,0.0,4.0
2020071600100643,21.1,0.0,4.0
2020071700100029,18.2,0.0,1.7
2020071700100111,20.3,0.0,2.2
2020071700100170,23.6,0.0,2.4
2020071700100238,26.6,0.0,2.0
2020071700100474,28.3,0.0,3.3
2020071700100706,20.1,0.0,3.2
2020071800100080,17.3,0.0,1.8
2020071800100236,24.3,0.0,2.9
2020071800100368,26.9,0.0,1.7
2020071800100404,26.7,0.0,1.9
2020071800100444,27.1,0.0,2.6
2020071800100507,25.5,0.0,2.6
2020071800100541,24.0,0.0,3.0
2020071800100576,23.2,0.0,2.6
2020071800100577,23.2,0.0,2.6
2020071800100578,23.2,0.0,2.6
2020071900100013,21.3,0.0,3.6
2020071900100014,21.3,0.0,3.6
2020071900100028,21.0,0.0,2.7
2020071900100212,25.3,0.0,3.1
2020071900100355,26.5,0.0,3.2
2020071900100356,26.5,0.0,3.2
2020071900100398,26.8,0.0,2.9
2020071900100399,26.8,0.0,2.9
2020071900100429,26.8,0.0,1.5
2020072000100115,29.1,0.0,2.6
2020072000100200,29.6,0.0,1.7
2020072000100201,29.6,0.0,1.7
2020072000100202,29.6,0.0,1.7
2020072000100232,29.6,0.0,1.4
2020072000100260,28.6,0.9,1.1
2020072000100489,29.3,0.0,2.9
2020072100100034,24.8,0.0,3.0
2020072100100143,26.1,0.0,2.6
2020072100100225,28.7,0.0,0.9
2020072100100254,29.2,0.0,1.6
2020072100100294,30.4,0.0,0.8
2020072100100363,31.1,0.0,2.3
2020072100100489,30.5,0.0,0.8
2020072200100285,23.1,1.1,1.3
2020072200100310,23.1,1.2,1.3
